BibNum,Title,Author,ISBN,PublicationYear,Publisher,Subjects,ItemType,ItemCollection,FloatingItem,ItemLocation,ReportDate,ItemCount
3316025,The emperor of all maladies : a biography of cancer / Siddhartha Mukherjee.,"Mukherjee, Siddhartha","1439170916, 9781439170915",2011.,"Scribner,","Cancer History, Leukemia History",acbk,nanf,,mgm,07/01/2020,1
3304329,"Shoes, shoes, shoes / Ann Morris.","Morris, Ann, 1930-","0688161669, 9780688161668",[1998],"Mulberry Books,",Shoes Juvenile literature,jcbk,ncpic,,col,05/01/2020,1
3003857,Cop Town : a novel / Karin Slaughter.,"Slaughter, Karin, 1971-","0345547497, 9780345547491",2014.,"Delacorte Press,","Policewomen Fiction, Atlanta Ga Fiction, Georgia History 20th century Fiction, Suspense fiction",acbk,namys,Floating,gwd,01/01/2020,1
3509868,Hood feminism : notes from the women that a movement forgot / Mikki Kendall.,"Kendall, Mikki","0525560548, 9780525560548, 9780525560555",[2020],"Viking,","African American women Social conditions, Women United States Social conditions, Feminism United States, United States Race relations",acbk,nanf,,cap,10/01/2020,1
3336252,If you only knew / M. William Phelps.,"Phelps, M. William","0786037245, 9780786037247",2016.,"Pinnacle Books/Kensington Publishing Corp.,","Murder Investigation Michigan Detroit Case studies, Rogers Don 2000, Titlow Vonlee, Rogers Billie Jean, True crime stories",acbk,nanf,,bal,09/01/2020,1
3357453,Tips for living : a novel of suspense / Renée Shafransky.,"Shafransky, Renée","1503949222, 1542048117, 9781503949225, 9781542048118",[2018],"Lake Union Publishing,","Divorced women Fiction, Advice columnists Fiction, Adultery Fiction, Murder Fiction, Thrillers Fiction, Detective and mystery fiction",acbk,nafic,,gwd,11/01/2020,1
3410206,"Cook's illustrated revolutionary recipes : groundbreaking techniques, compelling voices, one-of-a-kind recipes.",,"1945256478, 9781945256479",[2018],"America's Test Kitchen,","Cooking American, Cookbooks",acbk,nanf,,rbe,12/01/2020,1
3442671,Bug / written by Robin Koontz ; illustrated by Amy Proud.,"Koontz, Robin","1454923563, 9781454923565",[2019],"Sterling Children's Books,","Mathematics Juvenile fiction, Insects Juvenile fiction, Picture books",jcbk,ncpic,,swt,10/01/2020,1
2652465,How the Irish became White / Noel Ignatiev.,"Ignatiev, Noel","0415963095, 9780415963091",2009.,"Routledge,","Irish Americans Cultural assimilation, Irish Americans Race identity, Irish Americans Politics and government, African Americans Relations with Irish Americans, United States Race relations, United States Ethnic relations",acbk,canf,,cen,03/01/2020,1
2285890,"Hip hop hares and other moments of epic silliness : more classic photographs from Outside magazine's ""Parting Shot"" / from the editors of Outside ; introduction by Bill Vaughn.",,0393325156,[2004],"W.W. Norton,","Photography Humorous, Outdoor photography",acbk,canf,,cen,07/01/2020,1
3337923,Neither / Airlie Anderson.,"Anderson, Airlie","0316547697, 9780316547697, a9780316547680",2018.,"Little, Brown and Company,","Individuality Juvenile fiction, Social acceptance Juvenile fiction, Picture books",jcbk,ncpic,,swt,01/01/2020,1
3161060,"Jesus before the gospels : how the earliest Christians remembered, changed, and invented their stories of the Savior / Bart D. Ehrman.","Ehrman, Bart D.","0062285203, 9780062285201",2016.,"HarperOne,","Jesus Christ Historicity, Jesus Christ Biography Sources",acbk,nanf,,glk,07/01/2020,1
3445931,Charlie and the chocolate factory / Roald Dahl ; illustrated by Quentin Blake.,"Dahl, Roald","0142410314, 0394910117, 0425287661, 9780142410318, 9780394910116, 9780425287668",[2016],"Puffin Books,","Bucket Charlie Fictitious character Juvenile fiction, Wonka Willy Fictitious character Juvenile fiction, Chocolate Juvenile fiction, Wishes Juvenile fiction, Children Conduct of life Juvenile fiction, Behavior Fiction, Humorous stories, Fantasy fiction",jcbk,ncfic,,rbe,09/01/2022,1
3472025,Fence. Volume three / written by C.S. Pacat ; illustrated by Johanna the Mad ; colors by Joana LaFuente ; letters by Jim Campbell.,"Pacat, C. S.","1684153344, 9781684153343",2019.,"Boom!,","Cox Nicholas Fictitious character Comic books strips etc, Katayama Seiji Fictitious character Comic books strips etc, Fencing Comic books strips etc, Competition Psychology Comic books strips etc, Friendship Comic books strips etc, Private schools Comic books strips etc, Schools Comic books strips etc, Cartoons and comics, Graphic novels",acbk,nycomic,,col,06/01/2020,1
3021729,"Some descendants of Roger Billings of Dorchester, Massachusetts / Helen Schatvet Ullmann.","Ullmann, Helen S.","0880822791, 9780880822794",2012.,"Newbury Street Press,","Billings family, Billings Roger approximately 1620 1683 Family, Dorchester Boston Mass Genealogy",arbk,caref,,cen,09/01/2020,1
3363173,She would be king : a novel / Wayétu Moore.,"Moore, Wayétu","1555978177, 9781555978174",[2018],"Graywolf Press,","Outcasts Fiction, Ability Fiction, Liberia History Fiction, Liberia History 1847 1944 Fiction, Historical fiction, Magic realist fiction",acbk,nafic,,spa,08/01/2020,1
3448325,The prairie homestead cookbook : simple recipes for heritage cooking in any kitchen / Jill Winger.,"Winger, Jill","1250190193, 9781250190192",2019.,"Flatiron,","Cooking American Midwestern style, Frontier and pioneer life United States, Cookbooks",acbk,canew,,cen,05/01/2020,1
3277387,"The lonely mailman / Susanna Isern, Daniel Montero Galán ; [English translation by Jon Brokenbrow].","Isern, Susanna","8416147981, 9788416147984",[2016],"Cuento de Luz SL,","Letter carriers Juvenile fiction, Letters Juvenile fiction, Forest animals Juvenile fiction, Friendship Juvenile fiction",jcbk,ncpic,,bal,11/01/2020,1
2859966,Etiquette & espionage / Gail Carriger.,"Carriger, Gail","031619008X, 0316190101, 9780316190084, 9780316190107",2013.,"Little, Brown and Company,","Boarding schools Juvenile fiction, Schools Juvenile fiction, Etiquette Juvenile fiction, Robots Juvenile fiction, Great Britain History George VI 1936 1952 Juvenile fiction, Science fiction, Spy fiction, Young adult fiction",acbk,nyfic,,mon,09/01/2020,1
3389464,Giraffe problems / by Jory John ; illustrated by Lane Smith.,"John, Jory","1524772038, 1524772046, 9781524772031, 9781524772048",[2018],"Random House,","Giraffe Juvenile fiction, Neck Juvenile fiction, Self acceptance Juvenile fiction, Turtles Juvenile fiction, Giraffe Fiction, Neck Fiction, Self acceptance Fiction, Turtles Fiction",jcbk,ncpic,,bal,10/01/2020,1
636588,How the Shaman stole the moon : in search of ancient prophet-scientists : from Stonehenge to the Grand Canyon / William H. Calvin ; with illustrations by Malcolm Wells and photographs by the author.,"Calvin, William H., 1939-",0553077406,[1991],"Bantam Books,","Archaeoastronomy, Eclipses",acbk,cs7,,cen,01/01/2020,1
3363763,"Ireland / Neil Wilson, Isabel Albiston, Fionn Davenport, Damian Harper, Catherine Le Nevez.",,"1786574454, 9781786574459",2018.,"Lonely Planet Publications Pty. Ltd.,","Ireland Guidebooks, Ireland Description and travel, Guidebooks",acbk,nanf,,spa,10/01/2020,1
3154195,The pirate who's back in bunny slippers / by Annabeth Bondor-Stone and Connor White ; illustrated by Anthony Holden.,"Bondor-Stone, Annabeth","0062313894, 9780062313898",[2016],"Harper, an imprint of HarperCollins Publishers,","Pirates Juvenile fiction, Fear Juvenile fiction, Adventure and adventurers Fiction, Humorous stories",jcbk,ncfic,,net,01/01/2020,1
2884806,Ibn Tufayl's Hayy ibn Yaqzān : a philosophical tale / translated with an introduction and notes by Lenn Evan Goodman.,"Ibn Ṭufayl, Muḥammad ibn ʻAbd al-Malik, -1185","0226303101, 9780226303109",2009.,"The University of Chicago Press,",Islamic philosophy Early works to 1800,acbk,nanf,,bro,09/01/2020,1
3229763,One proud penny / Randy Siegel ; Serge Bloch.,"Siegel, Randy","1626722358, 9781626722354",2017.,"Roaring Brook Press,","Cent Juvenile literature, Money United States Juvenile literature",jcbk,ncenf,,qna,01/01/2020,1
2734161,"Squish. [2], Brave new pond / by Jennifer L. Holm & Matthew Holm.","Holm, Jennifer L.","0375843906, 0375937846, 9780375843907, 9780375937842",2011.,"Random House,","Amoeba Comic books strips etc, Popularity Comic books strips etc Juvenile literature, Superheroes Comic books strips etc, Schools Comic books strips etc, Cartoons and comics, Graphic novels",jcbk,nccomic,Floating,bro,06/01/2020,3
3419702,Goat's coat / Tom Percival ; illustrated by Christine Pym.,"Percival, Tom, 1977-","1681199017, 9781681199016",2018.,"Bloomsbury,","Conduct of life Fiction, Kindness Fiction, Generosity Fiction, Goats Fiction, Coats Fiction, Animals Fiction, Conduct of life Juvenile fiction, Kindness Juvenile fiction, Generosity Juvenile fiction, Goats Juvenile fiction, Coats Juvenile fiction, Animals Juvenile fiction",jcbk,ncpic,,mon,12/01/2020,1
3037191,Gracefully Grayson / Ami Polonsky.,"Polonsky, Ami","1423185277, 9781423185277",2014.,"Hyperion,","Family life Fiction, Transgender people Juvenile fiction, Middle schools Juvenile fiction, Schools Juvenile fiction, Theater Juvenile fiction, Self acceptance Juvenile fiction, Orphans Juvenile fiction, Families Juvenile fiction",jcbk,ncfic,,bea,08/01/2020,1
3378688,"I might regret this : essays, drawings, vulnerabilities, and other stuff / Abbi Jacobson.","Jacobson, Abbi","1538713292, 9781538713297",2018.,"Grand Central Publishing,","Jacobson Abbi Anecdotes, Jacobson Abbi Travel United States, Authors American 21st century Biography, Automobile travel United States, United States Description and travel, Autobiographies, Anecdotes, Essays",acbk,nanf,,idc,08/01/2020,1
3437595,"Recipes for a perfectly imperfect life : everyday ways to live and eat for health, healing, and happiness / Kimberly Snyder.","Snyder, Kimberly","0525573712, 9780525573715",[2019],"Harmony,","Detoxification Health, Nutrition, Self care Health, Cookbooks",acbk,nanf,,gwd,11/01/2020,1
2722037,Taking punk to the masses : from nowhere to Nevermind : a visual history from the permanent collection of Experience Music Project / [edited by] Jacob McMurray ; [foreword by Krist Novoselic].,,"1606994336, 9781606994337",[2011],"Fantagraphics Books,","Experience Music Project, Grunge music Washington State Seattle, Punk rock music United States",acbk,nanf,,spa,05/01/2020,1
2685076,Alcatraz versus the Shattered Lens / by Brandon Sanderson.,"Sanderson, Brandon","0439925576, 9780439925570",2010.,"Scholastic Press,","Fantasy, Heroes Juvenile fiction, Librarians Juvenile fiction, Humorous stories",jcbk,ncfic,,swt,06/01/2020,1
3490469,The lost and the damned / Guy Haley.,"Haley, Guy, 1973-","1781939446, 9781781939444",2019.,"Black Library,","Space warfare Fiction, Science fiction, War fiction",acbk,nanew,,gwd,07/01/2020,1
2838361,Lemonade in winter : a book about two kids counting money / written by Emily Jenkins ; illustrated by G. Brian Karas.,"Jenkins, Emily, 1967-","0375858830, 0375958835, 9780375858833, 9780375958830",2012.,"Schwartz & Wade Books,","Money making projects for children Juvenile literature, Addition Juvenile literature, Lemonade Juvenile fiction, Winter Fiction, Brothers and sisters Fiction, Addition Juvenile fiction, Moneymaking projects Fiction",jcbk,ncnf,,dth,12/01/2020,1
3338189,Skin in the game : hidden asymmetries in daily life / Nassim Nicholas Taleb.,"Taleb, Nassim Nicholas, 1960-","042528462X, 9780425284629",[2018],"Random House,","Risk Sociological aspects, Risk taking Psychology Social aspects, Information asymmetry Social aspects, Uncertainty Information theory Social aspects, Complexity Philosophy",acbk,nanf,,gwd,11/01/2020,1
2988527,"The 20-30 something garden guide : a no-fuss, down and dirty gardening 101 for anyone who wants to grow suff / Dee Nash.","Nash, Dee (Dee A.)","0985562277, 9780985562274",2014.,,Gardening,acbk,nanf,,net,03/01/2020,1
2320801,It's called a breakup because it's broken : the smart girl's breakup buddy / Greg Behrendt and Amiira Ruotola-Behrendt.,"Behrendt, Greg","0767921852, 0767921968, 9780767921855, 9780767921961",[2005],"Broadway Books : Harmony Books,","Man woman relationships, Women Psychology, Women Attitudes, Rejection Psychology, Communication Sex differences",acbk,canf,,cen,07/01/2020,2
3082797,Bah! said the baby / Jennifer Plecas.,"Plecas, Jennifer","0399166068, 9780399166068",[2015],"Philomel Books, an imprint of Penguin Group (USA),","Babies Fiction, Speech Fiction, Family life Fiction",jcbk,ccpic,,cen,09/01/2020,1
3203936,You can't touch my hair and other things I still have to explain / Phoebe Robinson.,"Robinson, Phoebe","0143129201, 9780143129202",[2016],"Plume,","Robinson Phoebe, Robinson Phoebe Humor, African American women comedians Biography, Television comedy writers United States Biography",acbk,nanf,,wts,11/01/2020,1
3456076,Somali heritage / by Tamra B. Orr.,"Orr, Tamra","1534129065, 9781534129061",[2019],"Cherry Lake Publishing,","Somalia Juvenile literature, Somalia Social life and customs Juvenile literature",jcbk,ncenf,,hip,10/01/2020,1
2716639,You wouldn't want to be Tutankhamen! : a mummy who really got meddled with / written by David Stewart ; illustrated by David Antram ; created and designed by David Salariya.,"Stewart, David, 1954-","053118725X, 0531189244, 9780531187258, 9780531189245",2007.,"Franklin Watts,","Tutankhamen King of Egypt Juvenile literature, Pharaohs Juvenile literature, Kings queens rulers etc, Egypt History Eighteenth dynasty ca 1570 1320 B C Juvenile literature",jcbk,ncnf,,wts,07/01/2020,1
3309606,Muhammad Ali / Terry Barber.,"Barber, Terry, 1950-","1894593588, 9781894593588",[2007],"Grass Roots Press,","Ali Muhammad 1942 2016, Boxers Sports United States Biography, Readers for new literates",bcbk,naread,,bea,07/01/2020,1
3341487,"Can I touch your hair? : poems of race, mistakes, and friendship / Irene Latham & Charles Waters ; illustrated by Sean Qualls & Selina Alko.","Latham, Irene","151240442X, 9781512404425",[2018],"Carolrhoda Books,","Race awareness Juvenile poetry, Race relations Juvenile poetry, Friendship Juvenile poetry, Poetry, Didactic poetry",jcbk,ncnf,,dth,03/01/2020,1
3163573,"Bleach. 66, Sorry I am strong / story and art by Tite Kubo ; translation, Joe Yamazaki ; touch-up art & lettering, Mark McMurray ; editor, Alexis Kirsch.","Kubo, Tite","1421582627, 9781421582627",[2016],"Viz Media,","Psychic ability Comic books strips etc, Soul Comic books strips etc, Comic books strips etc Japan Translations into English, Graphic novels, Comics Graphic works",acbk,nycomic,,bea,04/01/2020,1
2832916,Buried on Avenue B : a novel / Peter De Jonge.,"De Jonge, Peter","0061373559, 9780061373558",[2012],"Harper,","Police New York State New York Fiction, Murder Investigation Fiction, New York N Y Fiction, Mystery fiction",acbk,camys,,cen,11/01/2020,1
3420269,Bowlaway : a novel / Elizabeth McCracken.,"McCracken, Elizabeth","0062862855, 0062862863, 9780062862853, 9780062862860",[2019],"Ecco,","Families Massachusetts Fiction, Bowling alleys Fiction, Historical fiction",acbk,nafic,,col,01/01/2020,1
3346822,The mystery of Alligator Swamp / created by Gertrude Chandler Warner ; illustrated by Hodges Soileau.,"Warner, Gertrude Chandler, 1890-1979","0807555169, 0807555177, 9780807555163, 9780807555170",[2002],"Albert Whitman & Company,","Brothers and sisters Juvenile fiction, Orphans Juvenile fiction, Louisiana Juvenile fiction, Mystery and detective stories",jcbk,ncef,,net,02/01/2020,1
2455001,May Bird : warrior princess / Jodi Lynn Anderson.,"Anderson, Jodi Lynn","0689869258, 9780689869259",2007.,"Atheneum Books for Young Readers,",Fantasy,jcbk,ccfic,,cen,06/01/2020,1
3099421,Planets / Kate Riggs.,"Riggs, Kate","1608184846, 9781608184842",[2015],"Creative Education,","Planets Juvenile literature, Solar system Juvenile literature",jcbk,ncnf,,dlr,07/01/2020,1
3156079,Girl in the dark : a novel / Marion Pauw ; [translated from the Dutch by Hester Velmans].,"Pauw, Marion, 1973-","0062424793, 9780062424792",[2016],"William Morrow, an imprint of HarperCollinsPublishers,","Murder Fiction, Families Fiction, Suspense fiction",acbk,cafic,,cen,01/01/2020,1
3245365,The excavation / Max Andersson.,"Andersson, Max, 1962-","1606999842, 9781606999844",2017.,"Fantagraphics Books,","Families Comic books strips etc, Reality Comic books strips etc, Graphic novels, Comics Graphic works",acbk,cacomic,,cen,12/01/2020,1
2612046,The common law in colonial America / William E. Nelson.,"Nelson, William E. (William Edward), 1940-","0195327284, 9780195327281",2008-,"Oxford University Press,","Law United States History, United States History Colonial period ca 1600 1775",arbk,cs9g,,cen,06/01/2020,1
2883368,The valley of the shadow / Carola Dunn.,"Dunn, Carola","1410456501, 9781410456502",2013.,"Thorndike Press,","Smugglers Fiction, Large type books, Cornwall England County Fiction, Mystery fiction",acbk,calpfic,,cen,06/01/2020,1
3270247,Daniel chooses to be kind / adapted by Rachel Kalban ; poses and layouts by Jason Fruchter.,"Kalban, Rachel","153440130X, 9781534401303",2017.,"Simon Spotlight, an imprint of Simon & Schuster Children's Publishing Division,","Tiger Juvenile fiction, Kindness Juvenile fiction, Kings and rulers Juvenile fiction",jcbk,ncser,,qna,12/01/2020,1
3123635,Tilda's fairy tale wonderland / Tone Finnanger.,"Finnanger, Tone","1446303314, 9781446303313",2013.,"David & Charles,","Paper work, Sewing, Fairy tales in art",acbk,nanf,,mag,11/01/2020,1
2704692,Inglés para latinos. Nivel dos / William C. Harvey.,"Harvey, William C.","0764195476, 9780764141072, 9780764195471",[2009],"Barrons Educational Series,","English language Textbooks for foreign speakers Spanish, English language Problems exercises etc, English language Sound recordings for Spanish speakers, English language Spoken English",bcbk,naesli,,dth,12/01/2020,1
3296631,Pinkalicious and the babysitter / by Victoria Kann.,"Kann, Victoria","0062566881, 006256689X, 9780062566881, 9780062566898",[2017],"Harper, an imprint of HarperCollinsPublishers,","Pinkalicious Fictitious character Juvenile fiction, Babysitters Juvenile fiction, Creative ability Juvenile fiction",jcbk,ncrdr,Floating,nhy,06/01/2020,1
3407498,Never let you go / Patricia Storms.,"Storms, Patricia","1510738711, 9781510738713",2018.,"Skyhorse Publishing,","Reliability Fiction, Love Fiction, Reliability Juvenile fiction",jcbk,ncpic,,wts,07/01/2020,1
3274422,But seriously / John McEnroe.,"McEnroe, John, 1959-","0316324892, 9780316324892",2017.,"Little, Brown and Company,","McEnroe John 1959, Tennis players United States Biography, Autobiographies",acbk,canf,,cen,11/01/2020,2
2908936,A treasury of curious George / Margret and H.A. Rey ; illustrated in the style of H.A. Rey by Vipah Interactive and Martha Weston.,"Rey, Margret","0618538224, 9780618538225",[2004],"Houghton Mifflin,","Curious George Fictitious character Juvenile fiction, Monkeys Juvenile fiction",jcbk,ncpic,,uni,03/01/2020,1
3275125,James and the giant peach / Roald Dahl ; illustrated by Quentin Blake.,"Dahl, Roald","0425287653, 9780425287651",2016,"Puffin Books, an imprint of Penguin Random House,","Orphans Juvenile fiction, Aunts Juvenile fiction, Peach Juvenile fiction, Insects Juvenile fiction, Friendship Juvenile fiction, Voyages and travels Juvenile fiction, Adventure stories, Fantasy fiction",jcbk,ccfic,,cen,01/01/2020,2
3018259,Jerry Lee Lewis : his own story / Rick Bragg.,"Bragg, Rick","0062078224, 9780062078223",[2014].,"Harper, an imprint of HarperCollins Publishers,","Lewis Jerry Lee, Rock musicians United States Biography",acbk,canf,,cen,07/01/2020,2
3449265,"Magical dance. Volume 1 / story and art by Nao Kodaka ; retouching and lettering, Vibrraant Publishing Studio ; translations, Jason Muell.","Kodaka, Nao","142785677X, 9781427856777",[2017],"Tokyopop Inc.,","Disney characters Comic books strips etc, Dance Comic books strips etc, Girls Comic books strips etc, Magic Comic books strips etc, Fantasy comics, Graphic novels, Comics Graphic works",jcbk,nccomic,Floating,net,03/01/2020,1
3344459,Paris by the book : a novel / Liam Callanan.,"Callanan, Liam","1101986271, 9781101986271",[2018],"Dutton, an imprint of Penguin Random House LLC,","Missing persons Fiction, Mothers and daughters Fiction, Americans France Paris Fiction, Bookstores France Paris Fiction, Paris France Fiction, Domestic fiction",acbk,nafic,,net,08/01/2020,1
2979609,Jacob's new dress / Sarah and Ian Hoffman ; illustrated by Chris Case.,"Hoffman, Sarah","0807563730, 9780807563731",2014.,"Albert Whitman & Company,","Gender identity Juvenile fiction, Sex role Juvenile fiction, Dresses Juvenile fiction, Clothing and dress Juvenile fiction",jcbk,ncpic,,swt,11/01/2020,1
3113635,The color of smoke : an epic novel of the Roma / Menyhért Lakatos ; translated from the Hungarian by Ann Major.,"Lakatos, Menyhért, 1926-2007","0985062347, 9780985062347",2015.,"New Europe Books,","Romanies Hungary Fiction, Romanies Nazi persecution Fiction",acbk,nafic,,gwd,10/01/2020,1
3463111,Owen at the park / [written and illustrated by] Scot Ritchie.,"Ritchie, Scot","1773061674, 9781773061672",2019.,"Groundwood Books/House of Anansi Press,","Parks Juvenile fiction, Families Juvenile fiction, Families Fiction, Parks Fiction, Picture books",jcbk,ncpic,,col,11/01/2020,1
101961,"An annotated bibliography of twentieth-century critical studies of women and literature, 1660-1800 / Paula Backscheider, Felicity Nussbaum, Philip B. Anderson.","Backscheider, Paula R.",0824099346,1977.,"Garland Pub.,","English literature Women authors History and criticism Bibliography, English literature 18th century History and criticism Bibliography, Women and literature Great Britain History 18th century Bibliography, Women and literature England History 17th century Bibliography, English literature Early modern 1500 1700 History and criticism Bibliography, Womens studies Bibliography",arbk,cs8r,,cen,02/01/2020,1
426680,The railroad mergers and the coming of Conrail / Richard Saunders.,"Saunders, Richard, 1940-",0313200491,1978.,"Greenwood Press,","ConRail, Railroads Mergers United States",acbk,cs6,,cen,08/01/2020,1
3361878,Trust women : a progressive Christian argument for reproductive justice / Rebecca Todd Peters.,"Peters, Rebecca Todd,","0807069981, 9780807069981",2018.,"Beacon Press,","Abortion Religious aspects Christianity, Abortion United States, Motherhood United States",acbk,canf,,cen,03/01/2020,1
3278104,Rock star / by Kelly Starling Lyons ; illustrated by Vanessa Brantley Newton.,"Lyons, Kelly Starling","0448487519, 0448487527, 9780448487519, 9780448487526",[2017],"Grosset & Dunlap, an imprint of Penguin Random House,","Best friends Juvenile fiction, Friendship Juvenile fiction, Schools Juvenile fiction, Rocks Collection and preservation Juvenile fiction, African Americans Juvenile fiction",jcbk,ncef,,uni,11/01/2020,1
3393047,What should I do with my life? : the true story of people who answered the ultimate question / Po Bronson.,"Bronson, Po, 1964-","0375758984, 9780375758980",2003.,"Random House Trade Paperbacks,",Self actualization Psychology,acbk,nanf,,gwd,03/01/2020,1
2750374,When Grandmama sings / by Margaree King Mitchell ; illustrated by James Ransome.,"Mitchell, Margaree King","0688175635, 0688175643, 9780688175634, 9780688175641",2012.,"Amistad,","Segregation Juvenile fiction, Grandmothers Juvenile fiction, Singing Juvenile fiction, African Americans Juvenile fiction, Southern States History 1951 Juvenile fiction",jcbk,ncpic,,dth,09/01/2020,1
3452539,Rebel Island / Rick Riordan.,"Riordan, Rick","0553587846, 9780553587845",2008.,"Bantam Books,","Navarre Tres Fictitious character Fiction, Married people Fiction, Fugitives from justice Fiction, Gulf Coast Tex Fiction, Thrillers Fiction, Detective and mystery fiction",acbk,camys,,cen,01/01/2020,1
2026292,Beyond the game : the collected sportswriting of Gary Smith / Gary Smith.,"Smith, Gary, 1953-",087113814X,[2000],"Atlantic Monthly Press,",Sports United States,acbk,canf,,cen,11/01/2020,1
3177890,"Everything sports : all the photos, facts, and fun to make you jump! / Eric Zweig with sports reporter Shalise Manza Young.","Zweig, Eric, 1963-","1426323336, 1426323344, 1484474643, 9781426323331, 9781426323348, 9781484474648",2016.,"National Geographic,","Sports Juvenile literature, Sports History Juvenile literature",jcbk,ncnf,,gwd,02/01/2020,1
2914817,The grip book : the studio grip's essential guide / by Michael G. Uva.,"Uva, Michael","0415842379, 9780415842372",2014.,"Focal Press,","Motion pictures Production and direction, Cinematography, Grips Persons",acbk,canf,,cen,09/01/2020,2
2870988,Poems to learn by heart / [selected by] Caroline Kennedy ; paintings by Jon J Muth.,,"1423108051, 9781423108054",[2013],"Disney Hyperion Books,","Childrens poetry Juvenile literature, American poetry Juvenile literature, English poetry Juvenile literature, Poetry Juvenile literature",jcbk,ncnf,,dth,11/01/2020,2
3429684,It's not Hansel and Gretel / written by Josh Funk ; illustrated by Edwardian Taylor.,"Funk, Josh","1503902943, 9781503902947",[2019],"Two Lions, an imprint of Amazon Children's Publishing,","Hansel and Gretel Tale Pictorial works Juvenile fiction, Characters and characteristics in literature Juvenile fiction, Witches Juvenile fiction, Brothers and sisters Juvenile fiction, Conduct of life Juvenile fiction, Witches Fiction, Brothers and sisters Fiction, Conduct of life Fiction, Fairy tales, Picture books",jcbk,ncpic,,swt,08/01/2020,1
552952,"New households, new housing / edited by Karen A. Franck, Sherry Ahrentzen.",,0442224869,[1989],"Van Nostrand Reinhold,","Shared housing, Single parents Housing, Single people Housing",acbk,cs6,,cen,06/01/2020,1
3422864,The cars and trucks book / by Todd Parr.,"Parr, Todd","0316506621, 9780316506625",2018.,"Little, Brown and Company,","Automobiles Fiction, Trucks Fiction, Automobiles Juvenile fiction, Trucks Juvenile fiction",jcbk,ncpic,,gwd,08/01/2020,2
3364720,"The junior baker cookbook / developed by Williams Sonoma Test Kitchen ; photographs, Aubrie Pick.",,"1681882671, 9781681882673",[2017],"Weldon Owen,","Baking Juvenile literature, Baking, Cookbooks, Cookbooks",jcbk,ncnf,,lcy,11/01/2020,1
101654,Antique furniture repairs / Charles H. Hayward.,"Hayward, Charles H.",0684147203,[1976],"Scribner,",Furniture Repairing,acbk,canf,,cen,03/01/2020,1
3377852,The fire and the word : a history of the Zapatista movement / Gloria Muñoz Ramírez ; translated by Laura Carlsen with Alejandro Reyes Arias.,"Muñoz Ramírez, Gloria","087286488X, 9780872864887",©2008.,"City Lights Books,","Ej‚rcito Zapatista de Liberaci¢n Nacional Mexico History, Chiapas Mexico History Peasant Uprising 1994",acbk,canf,,cen,12/01/2020,2
2195354,Somebody's someone : a memoir / Regina Louise.,"Louise, Regina",0446529109,[2003],"Warner Books,","Louise Regina, Abandoned children Texas Biography, Abused children Texas Biography, African American children Texas Biography",acbk,naaanf,,dth,04/01/2020,1
3254203,Eyes & spies : how you're tracked and why you should know / Tanya Lloyd Kyi ; art by Belle Wuthrich.,"Kyi, Tanya Lloyd, 1973-","1554519101, 155451911X, 9781554519101, 9781554519118",[2017],"Annick Press,","Data protection Juvenile literature, Privacy Right of Juvenile literature",acbk,nynf,,bea,06/01/2020,1
2996838,The stargazey / Martha Grimes.,"Grimes, Martha","0451408977, 9780451408976",1999.,"New American Library,","Jury Richard Fictitious character Fiction, Police England Fiction, Detective and mystery fiction",acbk,camys,,cen,02/01/2020,1
3202309,Understanding OCD : a guide for parents and professionals / edited by Adam B. Lewin and Eric Storch.,,"1849057834, 9781849057837",2017.,"Jessica Kingsley Publishers,","Obsessive compulsive disorder Treatment, Obsessive compulsive disorder Diagnosis",acbk,nanf,,rbe,08/01/2020,1
3008750,More curious / Sean Wilsey.,"Wilsey, Sean","1940450179, 9781940450179",c2014.,"McSweeney's,","Wilsey Sean, Wilsey Sean Travel United States",acbk,nanf,,swt,02/01/2020,1
3488765,Growing good food : a citizen's guide to backyard carbon farming / written by Acadia Tucker ; illustrated by Joe Wirtheim.,"Tucker, Acadia","0998862339, 9780998862330",[2019],"Stone Pier Press,","Gardening, Carbon sequestration Popular works, Sustainable agriculture Popular works",acbk,canf,,cen,03/01/2020,1
3517000,Every drop of blood : the momentous second inauguration of Abraham Lincoln / Edward Achorn.,"Achorn, Edward","0802148743, 9780802148742, 9780802148766",[2020],"Atlantic Monthly Press,","Lincoln Abraham 1809 1865 Inaugurations, Lincoln Abraham 1809 1865 Influence, Washington D C Social life and customs 19th century, Washington D C Politics and government 19th century, Washington D C History Civil War 1861 1865",acbk,nanf,,wts,08/01/2020,1
3330516,"Love, Mama / Jeanette Bradley.","Bradley, Jeanette","1626729492, 9781626729490",2018.,"Roaring Brook Press,","Mother and child Juvenile fiction, Love Maternal Juvenile fiction, Separation anxiety Juvenile fiction, Penguins Juvenile fiction, Picture books",jcbk,ncpic,,cap,05/01/2020,1
3431932,"This book is spineless : (Yes. Yes, I am.) / Lindsay Leslie ; illustrated by Alice Brereton.","Leslie, Lindsay","1624146589, 9781624146589",2019.,"Page Street Kids,","Books and reading Juvenile fiction, Fear Juvenile fiction, Adventure and adventurers Fiction, Humorous stories",jcbk,ncpic,,swt,10/01/2020,1
