BibNum,Title,Author,ISBN,PublicationYear,Publisher,Subjects,ItemType,ItemCollection,FloatingItem,ItemLocation,ReportDate,ItemCount
2645398,Mr. Peanut / Adam Ross.,"Ross, Adam, 1967-","030727070X, 9780307270702",2010.,"Alfred A. Knopf,","Married people Fiction, Marriage Fiction, Marital conflict Fiction, Spouses Crimes against Fiction, Mystery fiction",acbk,cafic,,cen,11/01/2020,1
2374270,"Monitoring respect for human rights around the world : a review of the ""Country Reports on Human Rights Practices for 2005"" : hearing before the Subcommittee on Africa, Global Human Rights, and International Operations of the Committee on International Relations, House of Representatives, One Hundred Ninth Congress, second session, March 16, 2006.","United States. Congress. House. Committee on International Relations. Subcommittee on Africa, Global Human Rights, and International Operations",016076601X,2006.,"U.S. G.P.O. : For sale by the Supt. of Docs., U.S. G.P.O.,","Human rights, Civil rights, Social rights, Womens rights",acbk,cadoc,,cen,04/01/2020,1
2678912,Girls to the front : the true story of the Riot grrrl revolution / Sara Marcus.,"Marcus, Sara, 1977-","0061806366, 9780061806360",[2010],"HarperPerennial,","Riot grrrl movement United States History, Feminism United States History 20th century",acbk,nanf,,cap,10/01/2020,1
2627356,A dream within a dream : the life of Edgar Allan Poe / Nigel Barnes.,"Barnes, Nigel","0720613221, 9780720613223",2009.,"Peter Owen ; Distributed in the USA by Dufour Editions,","Poe Edgar Allan 1809 1849, Authors American 19th century Biography",acbk,nab,,bal,08/01/2020,1
3207459,A march to remember / Anna Loan-Wilsey.,"Loan-Wilsey, Anna","1617737283, 9781617737282",[2016],"Kensington Books,","Detective and mystery fiction, Historical fiction",acbk,namys,Floating,uni,04/01/2020,1
3406844,Duck and Hippo give thanks / by Jonathan London ; illustrated by Andrew Joyner.,"London, Jonathan, 1947-","1503900800, 9781503900806",[2018],"Two Lions,","Ducks Juvenile fiction, Hippopotamus Juvenile fiction, Friendship Juvenile fiction, Gratitude Juvenile fiction, Thanksgiving Day Juvenile fiction, Ducks Fiction, Hippopotamus Fiction, Friendship Fiction, Gratitude Fiction, Thanksgiving Day Fiction, Animal fiction, Picture books",jcbk,nchol,,bal,05/01/2020,1
3117602,Freckleface Strawberry. Loose tooth! / by Julianne Moore ; illustrated by LeUyen Pham.,"Moore, Julianne","0375973680, 0385391978, 0385391986, 9780375973680, 9780385391979, 9780385391986",[2016],"Random House,","Teeth Juvenile fiction, Schools Juvenile fiction",jcbk,ncrdr,Floating,nhy,07/01/2020,1
2988654,Alexander and the wind-up mouse / by Leo Lionni.,"Lionni, Leo, 1910-1999,","0385755511, 0385756305, 9780385755511, 9780385756303",[2014],"Random House,",Mice Juvenile fiction,jcbk,ncrdr,Floating,uni,01/01/2020,1
3357467,"The animal lover's guide to changing the world : practical advice and everyday actions for a more sustainable, humane, and compassionate planet / Stephanie Feldstein.","Feldstein, Stephanie","1250153255, 9781250153258",2018.,"St. Martin's Griffin,",Animal rights,acbk,canf,,cen,07/01/2020,2
3382099,"Các loài sâu bọ / Rosie Dickins ; [illustrated by John Woodcock] ; Phan Trần Hồng Hạnh, dịch.","Dickins, Rosie","6047724108, 9786047724109",2017.,"Nhà Xuất Bản Thế Giới,","Insects Juvenile literature, Insects, Vietnamese language materials",jcbk,ccln,,cen,05/01/2020,1
3377473,"Ci sha qi shi tuan zhang. Di er bu, Yin yu qian yi pian / Cunshang Chunshu ; [Lai Mingzhu, yi].","Murakami, Haruki, 1949-","9571371890, 9789571371894",2017.,"Shi bao wen hua chu ban qi yue gu fen you xian gong si,","Portrait painters Fiction, Painting Japanese Fiction, Psychological fiction",acbk,naln,,bea,07/01/2020,1
3126625,Murder on embassy row / Margaret Truman.,"Truman, Margaret, 1924-2008,","0062391755, 9780062391759",2015.,"Witness, an imprint of HarperCollinsPublishers,","Murder Washington D C Fiction, Washington D C Fiction, Mystery fiction",acbk,namys,,net,08/01/2020,1
1851748,"Myths, legends, and folktales of America : an anthology / David Leeming and Jake Page.","Leeming, David Adams, 1937-",0195117832,1999.,"Oxford University Press,","Folklore United States, Tales United States, Legends United States, Indians of North America Folklore, African Americans Folklore, Ethnic folklore United States, United States History, United States Social life and customs",acbk,nanf,,net,11/01/2020,1
3081483,Frogs / Seymour Simon.,"Simon, Seymour","006228911X, 0062289128, 9780062289117, 9780062289124",[2015],"Harper, an imprint of HarperCollinsPublishers,",Frogs Juvenile literature,jcbk,ncnf,,bal,07/01/2020,1
750268,"Memoirs of Stonewall Jackson / by his widow; with introductions by Lieut.-Gen. John B. Gordon and Rev. Henry M. Field, and sketches by Generals Fitzhugh, Lee, S.G. French [and others]","Jackson, Mary Anna, 1831-1915",,[1895],"Prentice Press,","Jackson Stonewall 1824 1863, Confederate States of America Army Stonewall Brigade Biography, Generals United States Biography, United States History Civil War 1861 1865 Campaigns",arbk,cabr,,cen,04/01/2020,1
3467676,Tell me who we were : stories / Kate McQuade.,"McQuade, Kate.","0062869795, 9780062869791",[2019],"William Morrow, an imprint of HarperCollinsPublishers,",Short stories,acbk,nafic,,fre,01/01/2020,1
3077501,The Alpine zen / Mary Daheim.,"Daheim, Mary","0345535359, 9780345535351",[2015],"Ballantine Books,","Lord Emma Fictitious character Fiction, Women publishers Washington State Fiction, City and town life Washington State Fiction, Mystery fiction",acbk,namys,Floating,hip,05/01/2020,1
2980795,Night owls / Lauren M. Roy.,"Roy, Lauren M.","0425272486, 9780425272480",2014.,"Ace Books,","College students Fiction, Bookstores Fiction, Study environment Fiction, Vampires Fiction, Succubi Fiction, Paranormal fiction, Fantasy fiction",acbk,cafic,,cen,01/01/2020,1
1708958,Si le das una galletita a un ratón / Laura Joffe Numeroff ; ilustrado por Felicia Bond ; traducido por Teresa Mlawer.,"Numeroff, Laura Joffe",0060254386,1995.,"Harper Arco Iris,","Mice Juvenile fiction, Spanish language materials Fiction",jcbk,ncln,,swt,11/01/2020,1
3082339,The mousetrap and selected plays / Agatha Christie.,"Christie, Agatha, 1890-1976,","1628992182, 9781628992182",2014.,"Center Point Large Print,","Mystery Drama, Large type books",acbk,calpnf,,cen,05/01/2020,1
3262981,Goldfish Ghost / Lemony Snicket ; illustrated by Lisa Brown.,"Snicket, Lemony","1626725071, 9781626725072",2017.,"Roaring Brook Press,","Goldfish Juvenile fiction, Fishes Juvenile fiction, Future life Juvenile fiction, Ghosts Fiction",jcbk,ncpic,,nga,01/01/2020,1
3183860,"Sweet & savory fat bombs : 100 delicious treats for fat fasts, ketogenic, paleo, and low-carb diets / Martina Slajerova.","Slajerova, Martina","1592337287, 9781592337286",2016.,"Quarto Publishing Group, USA, Inc.,","Low carbohydrate diet Recipes, Sugar free diet, Weight loss",acbk,nanf,,nga,01/01/2020,1
45053,Billy Durant: creator of General Motors / by Lawrence R. Gustin.,"Gustin, Lawrence R., 1937-",0802834353,[1973],"Eerdmans,","Durant William Crapo 1861 1947, General Motors Corporation",acbk,cab,,cen,08/01/2020,1
2374693,Castle Avamir / by Kathleen Duey ; illustrated by Omar Rayyan.,"Duey, Kathleen","0689853726, 0689853734",2003.,"Aladdin Paperbacks,","Foundlings Juvenile fiction, Unicorns Juvenile fiction, Castles Juvenile fiction",jcbk,ccef,,cen,07/01/2020,1
1923055,Comparison of Seattle firemen's working conditions with those in other cities / Municipal League of Seattle.,Municipal League of Seattle,,[1946],"[The League],","Seattle Wash Fire Department Officials and employees, Fire fighters Washington State Seattle, Fire fighters United States",arbk,casea,,cen,04/01/2020,1
1797085,Thurgood Marshall / by Deborah Hitzeroth and Sharon Leon.,"Hitzeroth, Deborah, 1961-",1560060611,[1997],"Lucent Books,","Marshall Thurgood 1908 1993 Juvenile literature, United States Supreme Court Biography Juvenile literature, Judges United States Biography Juvenile literature, African American judges Biography Juvenile literature, Lawyers Juvenile literature, Judges Juvenile literature, African Americans Biography Juvenile literature",acbk,cab,,cen,10/01/2020,1
2004442,Let it shine : stories of Black women freedom fighters / Andrea Davis Pinkney ; illustrated by Stephen Alcorn.,"Pinkney, Andrea Davis",015201005X,[2000],"Harcourt,","African American women civil rights workers Biography, African Americans Civil rights History, United States Race relations",jcbk,ncnf,,dth,06/01/2020,1
3510332,The courage to be happy : discover the power of positive psychology and choose happiness every day / Ichiro Kishimi and Fumitake Koga.,"Kishimi, Ichirō, 1956-","1982123001, 9781982123000",2019.,"Atria Books,","Adler Alfred 1870 1937, Adlerian psychology, Happiness, Self actualization Psychology, Self help publications",acbk,nanf,,net,07/01/2020,1
3139003,Goose goes to the zoo / by Laura Wall.,"Wall, Laura","0062324411, 9780062324412",2016.,"Harper, an imprint of HarperCollinsPublishers,","Best friends Juvenile fiction, Friendship Juvenile fiction, Geese Juvenile fiction, Zoos Juvenile fiction",jcbk,ncpic,,lcy,08/01/2020,1
3402929,Roar! : 100 fun facts about African animals / Stephanie Warren Drimmer.,"Drimmer, Stephanie Warren","1426332416, 1426332424, 9781426332418, 9781426332425",[2018],"National Geographic Kids,","Zoology Africa Miscellanea Juvenile literature, Animals Africa Miscellanea Juvenile literature, Animals Miscellanea",jcbk,ncnf,,nga,02/01/2020,1
3064929,A royal cookbook : seasonal recipes from Buckingham Palace / Mark Flanagan and Edward Griffiths.,"Flanagan, Mark","1905686781, 9781905686780",2014.,"Royal Collection Trust,","Buckingham Palace London England, Cooking English, Cooking, Cookbooks",acbk,canf,,cen,11/01/2020,2
404214,Contemporary Black thought : alternative analyses in social and behavioral science / edited by Molefi Kete Asante and Abdulai S. Vandi.,,"0803915004, 0803915012",[1980],"Sage Publications,","Social sciences, Social sciences Methodology, African Americans, Black people",acbk,naaanf,,dth,10/01/2020,1
3259557,"Worth it : your life, your money, your terms / Amanda Steinberg.","Steinberg, Amanda","150114099X, 9781501140990",2017.,"North Star Way,","Women Finance Personal, Self confidence",acbk,nanf,,uni,01/01/2020,1
3342934,The wanted / Robert Crais.,"Crais, Robert","0399161503, 9780399161506",[2017],"G.P. Putnam's Sons,","Private investigators Fiction, Assassins Fiction, Pike Joe Fictitious character Fiction, Cole Elvis Fictitious character Fiction, Single mothers Fiction, Burglars Fiction, Los Angeles Calif Fiction, Detective and mystery fiction, Thrillers Fiction",acbk,namys,Floating,lcy,02/01/2020,1
3081049,Holy Bible : New Living Translation.,,"1414309473, 9781414309477",[2013],"Tyndale House Publishers,",Bible,acbk,nanf,,nga,03/01/2020,1
3143932,The highest and the lowest / Katie Marsico.,"Marsico, Katie, 1980-","053121723X, 0531217884, 9780531217238, 9780531217887",2016.,"Children's Press, an imprint of Scholastic Inc.,","Physical geography Juvenile literature, Altitudes Juvenile literature, Climatic extremes Juvenile literature, Everest Mount China and Nepal Juvenile literature, Mariana Trench Juvenile literature",jcbk,ncnf,,cap,04/01/2020,1
3471864,"La ciencia de la caca / Frédéric Marais ; traducción, Alejandro Tolosana.","Marais, Frédéric","6075277536, 9786075277530",2019.,"Oceano Travesía,","Animal droppings Juvenile literature, Feces Juvenile literature, Spanish language materials",jcbk,ncln,,bea,11/01/2020,1
3304357,The genie's curse / Tom Percival.,"Percival, Tom, 1977-","1492642568, 1492646660, 9781492642565, 9781492646662",[2017],"Sourcebooks Jabberwocky,","Characters and characteristics in literature Juvenile fiction, Magic Juvenile fiction, Jinn Juvenile fiction, Monkeys Juvenile fiction, Childrens stories, Characters in literature Fiction, Friendship Fiction, Genies Fiction, Fantasy fiction",jcbk,ncef,,wts,11/01/2020,1
2135316,Tanker operations : a handbook for the person-in-charge (PIC) / Mark Huber.,"Huber, Mark, 1954-",0870335286,2001.,"Cornell Maritime Press,",Tankers Handbooks manuals etc,acbk,canf,,cen,03/01/2020,1
3259737,"Night, night, Groot / written by Brendan Deneen ; pictures by Cale Atkinson.","Deneen, Brendan","1484732820, 9781484732823",2017.,"Marvel Press,","Humorous stories, Stories in rhyme, Bedtime Juvenile fiction, Superheroes Juvenile fiction, JUVENILE FICTION Superheroes",jcbk,ncser,,qna,08/01/2020,1
3153535,"Space : planets, moons, stars, and more! / by Joe Rhatigan ; illustrations by Thomas Girard.","Rhatigan, Joe","0553523163, 0553523171, 9780553523164, 9780553523171",[2016],"Random House Children's Books,","Outer space Juvenile literature, Solar system Juvenile literature",jcbk,ncenf,,glk,11/01/2020,1
3230412,"Ranma 1/2. 19-20 / story and art by Rumiko Takahashi ; English adaptation, Gerard Jones, Toshifumi Yoshida ; touch-up art & lettering, Erika Terriquez.","Takahashi, Rumiko, 1957-","1421566230, 9781421566238",2015.,"VIZ Media, LLC,","Teenage boys Japan Comic books strips etc, High school students Japan Comic books strips etc, Charms Comic books strips etc, Martial arts Comic books strips etc, Graphic novels, Comics Graphic works",acbk,nycomic,,nga,01/01/2020,1
2235127,Affirmative action around the world : an empirical study / Thomas Sowell.,"Sowell, Thomas, 1930-",0300101996,[2004],"Yale University Press,","Affirmative action programs Cross cultural studies, Discrimination in employment Cross cultural studies, Discrimination in education Cross cultural studies",acbk,canf,,cen,09/01/2020,1
3278067,"The pioneer woman cooks : come and get it! : simple, scrumptious recipes for crazy busy lives / Ree Drummond.","Drummond, Ree","006222526X, 9780062225269",[2017],"William Morrow, an imprint of HarperCollinsPublishers,","Quick and easy cooking, Cooking American, Cookbooks",acbk,nanf,,fre,03/01/2020,1
3338977,The friend / Sigrid Nunez.,"Nunez, Sigrid","0735219443, 9780735219441",2018.,"Riverhead Books,","Human animal relationships Fiction, Female friendship Fiction, Grief Fiction",acbk,nafic,,bro,07/01/2020,1
2747756,My first summer in the Sierra / John Muir ; photographs by Scot Miller ; [foreword by Dayton Duncan and Ken Burns].,"Muir, John, 1838-1914","0618988513, 9780618988518",2011.,"Houghton Mifflin Harcourt,","Muir John 1838 1914, Natural history Sierra Nevada Calif and Nev, Natural history Sierra Nevada Calif and Nev Pictorial works, Naturalists United States Biography, Sierra Nevada Calif and Nev, Sierra Nevada Calif and Nev Pictorial works",acbk,nanf,,dth,07/01/2020,1
2472380,Black god's kiss / by C.L. Moore ; introduction by Suzy McKee Charnas.,"Moore, C. L. (Catherine Lucile), 1911-1987","1601250452, 9781601250452",2007.,"Planet Stories,","Fantasy fiction, Short stories",acbk,casf,,cen,04/01/2020,1
3420421,"Multiplication / Joseph Midthun, Samuel Hiti.","Midthun, Joseph","0716614359, 0716614766, 0716678950, 9780716614357, 9780716614760, 9780716678953",[2013],"World Book,","Multiplication Juvenile literature, Multiplication Comic books strips etc, Graphic novels, Comics Graphic works, Nonfiction comics",jcbk,nccomic,,qna,08/01/2020,1
3307905,"Building a strong vocabulary for academic preparation / Ellen Northcutt, Christine Griffith Wagner.","Northcutt, Ellen","1564208990, 9781564208996",[2016],"New Readers Press,","English language Textbooks for foreign speakers, Vocabulary Problems exercises etc, Social sciences Terminology, Science Terminology, English language Composition and exercises, Readers for new literates, Problems and exercises, Readers Publications, Dictionaries, Textbooks",bcbk,naread,,bro,01/01/2020,3
3408715,The once and future geek / Mari Mancusi.,"Mancusi, Mari","1368010849, 9781368010849",2018.,"New York : Disney-Hyperion,","Arthur King Juvenile fiction, Time travel Juvenile fiction, Middle schools Juvenile fiction, Schools Juvenile fiction, Friendship Juvenile fiction, Arthur King Fiction, Time travel Fiction, Middle schools Fiction, Schools Fiction, Friendship Fiction, Humorous fiction",jcbk,ncfic,,wts,12/01/2020,1
3245261,A single stone / Meg McKinlay.,"McKinlay, Megan","0763688371, 9780763688370",2017.,"Candlewick Press,","Belief and doubt Juvenile fiction, Child labor Juvenile fiction, Mines and mineral resources Juvenile fiction, Dystopias Juvenile fiction, Dystopian",jcbk,ccfic,,cen,04/01/2020,1
1980300,"The Catholic Church and the Holocaust, 1930-1965 / Michael Phayer.","Phayer, Michael, 1935-",0253337259,[2000],"Indiana University Press,","Pius XII Pope 1876 1958 Relations with Jews, Catholic Church Relations Judaism, Judaism Relations Catholic Church, Holocaust Jewish 1939 1945, World War 1939 1945 Religious aspects Catholic Church, Christianity and antisemitism History 20th century",acbk,canf,,cen,08/01/2020,1
2667066,"Your brain : a user's guide / [editor, Jeffrey Kluger].",,"1603200940, 9781603200943",[2009],"Time Books,","Brain Popular works, Neuropsychology Popular works, Neurosciences Popular works",acbk,nanf,,dth,07/01/2020,1
3111330,Leonardo and the Flying Boy : a story about Leonardo da Vinci / by Lawrence Anholt.,"Anholt, Laurence","0764138510, 9780764138515",2009.,"Barron's Educational Series,","Leonardo da Vinci 1452 1519 Juvenile fiction, Flight Juvenile fiction, Inventions Juvenile fiction",jcbk,ncspec,,cap,02/01/2020,1
3215325,The Princess in Black takes a vacation / Shannon Hale & Dean Hale ; illustrated by LeUyen Pham.,"Hale, Shannon","0763665126, 9780763665128",2016.,"Candlewick Press,","Princesses Juvenile fiction, Superheroes Juvenile fiction, Sea monsters Juvenile fiction, Vacations Juvenile fiction, Monsters Fiction, Fantasy fiction",jcbk,ncef,,uni,07/01/2020,2
363235,"A collection of bird remains from the Pliocene of San Diego, California.","Miller, Loye, 1874-1970",,1956.,"[publisher not identified],","Birds Fossil, Paleontology Pliocene, Paleontology California",arbk,cs7r,,cen,09/01/2020,1
2574118,Concise explanatory statement and responsiveness summary for the adoption of Chapter 173-527 WAC water resources management program for the Lewis River Basin & Chapter 173-528 WAC water resources management program for the Salmon-Washougal River Basin / [prepared by Travis Burns].,"Burns, Travis H.",,[2008],"Washington State Dept. of Ecology,","Water resources development Washington State Lewis River Watershed, Water resources development Washington State Salmon River Watershed, Water resources development Washington State Washougal River Valley, Water withdrawals Law and legislation Washington State Lewis River Watershed, Water withdrawals Law and legislation Washington State Salmon River Watershed, Water withdrawals Law and legislation Washington State Washougal River Valley",arbk,cadocr,,cen,11/01/2020,1
3505929,Technical analysis for dummies / by Barbara Rockefeller.,"Rockefeller, Barbara, 1946-","1119596556, 9781119596554",[2020],"For Dummies, a Wiley brand,",Investment analysis,acbk,nanf,,gwd,09/01/2020,1
575759,Child support enforcement report card / prepared by the staff of the House Committee on Ways and Means.,,,1991.,"U.S. G.P.O. : For sale by the Supt. of Docs., Congressional Sales Office, U.S. G.P.O.,","United States Office of Child Support Enforcement, Child support Government policy United States, Child support Law and legislation United States",acbk,cadoc,,cen,09/01/2020,1
3492469,Eliza and Her Monsters / Francesca Zappia.,"Zappia, Francesca","0062290142, 9780062290144",2019.,"Greenwillow Books, an imprint of HarperCollinsPublishers,","Depression in adolescence Juvenile fiction, Self reliance in adolescence Juvenile fiction, Webcomics Juvenile fiction, Schools Juvenile fiction, Anonymous persons Juvenile fiction, Dating Social customs Juvenile fiction, Depression Mental Fiction, Self reliance Fiction, Young adult fiction, Love stories, Romance fiction",acbk,nyfic,,glk,09/01/2020,1
3364326,Part wild : caught between the worlds of wolves and dogs / Ceiridwen Terrill.,"Terrill, Ceiridwen, 1970-","145163482X, 9781451634822","2012, c2011.","Scribner,","Terrill Ceiridwen 1970, Wolfdogs as pets, Wolfdogs Behavior, Human animal relationships",acbk,canf,,cen,05/01/2020,2
3032204,Forbidden passage / Jeff Probst and Chris Tebbetts.,"Probst, Jeff, 1962-","014751388X, 9780147513885",2014.,"Puffin Books, an imprint of Penguin Group (USA),","Survival Juvenile fiction, Stepfamilies Juvenile fiction, Shipwrecks Juvenile fiction, Islands of the Pacific Juvenile fiction",jcbk,ncfic,,rbe,08/01/2020,1
208778,"Inventory of the Bixby Collection in the Palos Verdes Library and Art Gallery / prepared by the Southern California Historical Records Survey Project, Division of Professional and Service Projects, Works Projects Administration.",Historical Records Survey (U.S.). California.,,1940.,"The Southern California Historical Records Survey Project,","Archives California, Palos Verdes Ranch Calif",arbk,cagbi,,cen,04/01/2020,1
3307801,Food : what the heck should I eat? / Mark Hyman.,"Hyman, Mark, 1959-","0316338869, 9780316338868",2018.,"Little, Brown and Company,","Nutrition, Diet therapy, Food habits, Weight loss",acbk,nanf,,dlr,01/01/2020,1
239384,The merchant shipping industry / by H.C. Calvin and E.G. Stuart.,"Calvin, H. C.",,1925.,"J. Wiley,","Shipping, Shipping United States",arbk,cs6r,,cen,06/01/2020,1
3375013,"Welcome home, Anna Hibiscus! / by Atinuke ; illustrated by Lauren Tobia.",Atinuke,"1610676785, 1610676963, 9781610676786, 9781610676960",2017.,"Kane Miller, A Division of EDC Publishing,","Hibiscus Anna Fictitious character Juvenile fiction, Grandparents Juvenile fiction, Chickens Juvenile fiction, Africa Juvenile fiction",jcbk,ncef,,nhy,11/01/2020,1
751490,"The travels of Ibn Jubayr, being the chronicle of a mediaeval Spanish Moor concerning his journey to the Egypt of Saladin, the holy cities of Arabia, Baghdad the city of the Caliphs, the Latin kingdom of Jerusalem, and the Norman kingdom of Sicily. / Tr. from the original Arabic by R.J.C. Broadhurst.","Ibn Jubayr, Muḥammad ibn Aḥmad, 1145-1217",,1952.,"J. Cape,","Middle East Description and travel, Islamic countries Description and travel",arbk,caref,,cen,06/01/2020,1
3082544,"Let me tell you : new stories, essays, and other writings / Shirley Jackson ; edited by Laurence Jackson Hyman and Sarah Hyman DeWitt ; foreword by Ruth Franklin.","Jackson, Shirley, 1916-1965,","0812997662, 9780812997668",[2015],"Random House,",Short stories,acbk,nanf,,rbe,04/01/2020,1
3344444,Lawn boy : a novel / Jonathan Evison.,"Evison, Jonathan","1616202629, 9781616202620",2018.,"Algonquin Books of Chapel Hill,","Mexican Americans Social conditions Fiction, Working class Social aspects Fiction, American Dream Fiction, Bildungsromans",acbk,nafic,,swt,06/01/2020,1
3177495,Save twilight : selected poems of Julio Cortázar / translated by Stephen Kessler.,"Cortázar, Julio","0872867099, 9780872867093",[2016],"City Lights Publishers,",Poetry,acbk,nanf,,gwd,09/01/2020,1
1664698,Dersu the trapper / by V.K. Arseniev ; translated by Malcolm Burr ; preface by Jaimy Gordon.,"Arsenʹev, V. K. (Vladimir Klavdievich), 1872-1930","0929701496, 092970150X",1996.,"McPherson & Company,","Dersu Uzala, Arsenev V K Vladimir Klavdievich 1872 1930 Travel Ussuri River Valley Russia and China, Natural history Ussuri River Valley Russia and China, Ussuri River Valley Russia and China Description and travel",acbk,canf,,cen,02/01/2020,1
3304095,Little fires everywhere / Celeste Ng.,"Ng, Celeste","052549877X, 9780525498773",[2017],"Random House Large Print,","Single mothers Fiction, Female friendship Fiction, Adoption Fiction, Family secrets Fiction, Large type books, Domestic fiction",acbk,nalpfic,Floating,bro,05/01/2020,1
3077823,Zeke Meeks vs the annoying princess sing-along / by D.L. Green ; illustrated by Josh Alves.,"Green, D. L. (Debra L.)","1479548286, 1479552135, 9781479548286, 9781479552139, 9781479561599",[2015],"Picture Window Books, a Capstone imprint,","Conduct of life Juvenile fiction, Middle born children Juvenile fiction, Brothers and sisters Juvenile fiction, Families Juvenile fiction, Elementary schools Juvenile fiction, Humorous stories",jcbk,ccef,,cen,03/01/2020,1
172524,"Federals on the frontier; the diary of Benjamin F. McIntyre, 1862-1864. / Edited by Nannie M. Tilley.","McIntyre, Benjamin Franklin, 1827-",,[1963],"University of Texas Press,","McIntyre Benjamin Franklin 1827, United States Army Iowa Infantry Regiment 19th 1862 1865, United States History Civil War 1861 1865 Personal narratives, United States History Civil War 1861 1865 Regimental histories",arbk,caref,,cen,05/01/2020,1
3461968,Call your daughter home / Deb Spera.,"Spera, Deb","0778307743, 9780778307747",[2019],"Park Row Books,","Women South Carolina Social conditions Fiction, South Carolina Fiction, Female friendship Fiction, Historical fiction, Domestic fiction",acbk,nafic,,bro,12/01/2020,1
3455744,Bummer in the summer! / Dan Gutman ; pictures by Jim Paillot.,"Gutman, Dan","006279681X, 0062796828, 9780062796813, 9780062796820",[2019],"Harper, an imprint of HarperCollinsPublishers,","Summer Juvenile fiction, Practical jokes Juvenile fiction, Schools Juvenile fiction, Ghosts Fiction, Humorous stories",jcbk,ncser,,cap,12/01/2020,1
2586885,"The photographs of Homer Page : the Guggenheim year : New York, 1949-50 / Keith F. Davis.","Davis, Keith F., 1952-","0300154437, 9780300154436",[2009],"Hall Family Foundation : In Association with the Nelson-Atkins Museum of Art ; Distributed by Yale University Press,","Page Homer Exhibitions, Nelson Atkins Museum of Art Exhibitions, Street photography New York State New York Exhibitions, Photography Artistic Exhibitions",acbk,canf,,cen,08/01/2020,1
2608968,Drawing in color / Kathryn Temple.,"Temple, Kathryn, 1972-","1579908217, 9781579908218",2009.,"Lark Books,","Color drawing Technique Juvenile literature, Drawing Technique Juvenile literature, Color in art Juvenile literature",jcbk,ncnf,,net,07/01/2020,1
3359172,The power of objects in eighteenth-century British America / Jennifer Van Horn.,"Van Horn, Jennifer","1469629569, 9781469629568, 9781469629575",[2017],"University of North Carolina Press,","United States Antiquities 18th century, United States Social life and customs 18th century, United States Civilization 18th century",acbk,canf,,cen,02/01/2020,2
3522240,"Save energy, Bert and Ernie! / Jennifer Boothroyd.","Boothroyd, Jennifer, 1972-","1541572572, 1541589041, 9781541572577, 9781541589049",[2020],"Lerner Publications,","Energy conservation Juvenile literature, Environmentalism Juvenile literature, Earth Day Juvenile literature",jcbk,ncenf,,cap,04/01/2020,1
3395102,Let go of emotional overeating and love your food : a five-point plan for success / Arlene B. Englander.,"Englander, Arlene B.,","1538111195, 9781538111192",[2018],"Rowman & Littlefield,","Compulsive eating, Food habits Psychological aspects",acbk,nanf,,gwd,04/01/2020,1
3450171,The unhoneymooners / Christina Lauren.,"Lauren, Christina","1501128035, 9781501128035",2019.,"Gallery Books,","Man woman relationships Fiction, Romance fiction, Humorous fiction",acbk,nafic,,glk,11/01/2020,1
3295711,"Louis undercover / Fanny Britt, Isabelle Arsenault ; translated by Christelle Morelli and Susan Ouriou.","Britt, Fanny","1554988594, 9781554988594",2017.,"Groundwood : House of Anansi Press,","Boys Comic books strips etc, Children of divorced parents Comic books strips etc, Friendship in children Comic books strips etc, Comic books strips etc Canada, Graphic novels",jcbk,nccomic,Floating,fre,06/01/2020,1
3376108,The big book of super-villains / by Morris Katz.,"Katz, Morris, 1999-","1941367550, 9781941367551",2018.,"Downtown Bookworks,","DC Comics Inc Characters Juvenile literature, Supervillains Juvenile literature, Comic books strips etc Juvenile literature",jcbk,ncnf,,swt,06/01/2020,1
3125642,Little black lies / by Sharon Bolton.,"Bolton, S. J.","1410482685, 9781410482686",2015.,"Thorndike Press,","Children Crimes against Fiction, Serial murder investigation Fiction, City and town life Falkland Islands Fiction, Large type books, Mystery fiction, Suspense fiction",acbk,calpfic,,cen,10/01/2020,1
2029985,"Burke-Gilman Trail : supplement to the Final environmental impact statement / responsible official, Thomas M. Ryan, Director (Department of Community and Environmental Development) ; A. Richard Gemperle, Acting Manager (Architecture Division).","Ryan, Thomas M.",,[1975],"The Dept.,","Trails Environmental aspects Washington State King County, Bicycle trails Environmental aspects Washington State King County, Cycling Environmental aspects Washington State King County, Burke Gilman Trail Wash",arbk,casea,,cen,10/01/2020,1
78686,European brasses / with an introd. and notes by A. C. Bouquet. In collaboration with Michael Waring.,"Bouquet, A. C. (Alan Coates), 1884-1976.",,[1967],"F. A. Praeger,","Brasses Europe, Sepulchral monuments Europe",arbk,cavalo,,cen,09/01/2020,1
3227574,English made easy : a new ESL approach : learning English through pictures. Volume two / Jonathan Crichton and Pieter Koster.,"Crichton, Jonathan","0804845255, 9780804845250",[2015],"Tuttle Publishing,","English language Textbooks for foreign speakers, English language Grammar Problems exercises etc, Vocabulary Problems exercises etc, Life skills Problems exercises etc",bcbk,naeslb,,rbe,04/01/2020,2
169891,1000 California place names: their origin and meaning.,"Gudde, Erwin Gustav, 1889-1969",,1959.,"University of California Press,",Names Geographical California,arbk,caref,,cen,05/01/2020,1
2617453,More true stories : a high-beginning reader / by Sandra Heyer.,"Heyer, Sandra","0138143420, 9780138143428",[2009],"Pearson Longman,","English language Textbooks for foreign speakers, Readers",bcbk,naesli,,bal,05/01/2020,1
